,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Location,Device
2093,A3093,dataanalyticscourse,143.0,4914.0,222.69,12.0,7.0,0.05,1280.0,hydrebad,desktop
2094,A3094,dataanalyticscourse,111.0,5382.0,219.59,29.0,5.0,0.032,1464.0,hydrebad,desktop
2095,A3095,dataanalytciscourse,98.0,5898.0,186.46,20.0,6.0,0.038,0.0,hydrebad,mobile
2096,A3096,dataanalyticscourse,98.0,3967.0,214.51,12.0,5.0,0.051,1180.0,hyderabad,desktop
2097,A3097,dataanalyticscourse,109.0,3089.0,190.0,0.0,7.0,0.038,1779.0,hydrebad,tablet
2098,A3098,dataanalytciscourse,168.0,3219.0,193.16,12.0,7.0,0.037,1395.0,hyderabad,mobile
2099,A3099,dataanalytciscourse,127.0,4039.0,247.92,20.0,8.0,0.063,0.0,hyderabad,mobile
2100,A3100,dataanlyticscourse,136.0,4051.0,194.29,25.0,5.0,0.0,0.0,hyderabad,tablet
2101,A3101,dataanalyticscourse,173.0,5270.0,233.33,11.0,7.0,0.04,1783.0,hyderabad,desktop
2102,A3102,dataanalyticscourse,184.0,3239.0,221.33,25.0,10.0,0.054,1557.0,hyderbad,desktop
2103,A3103,dataanalyticscourse,174.0,4054.0,201.25,15.0,7.0,0.0,1514.0,hyderabad,mobile
2104,A3104,dataanalytciscourse,196.0,5448.0,232.55,30.0,8.0,0.041,1694.0,hyderabad,desktop
2105,A3105,dataanalyticscourse,193.0,0.0,238.8,20.0,5.0,0.04,1327.0,hyderabad,mobile
2106,A3106,dataanalytciscourse,97.0,3937.0,197.37,14.0,10.0,0.103,1160.0,hydrebad,tablet
2107,A3107,dataanlyticscourse,128.0,4175.0,200.11,12.0,10.0,0.059,1599.0,hyderabad,desktop
2108,A3108,dataanalyticscourse,143.0,5780.0,237.51,24.0,4.0,0.054,1440.0,hyderbad,mobile
2109,A3109,dataanalytciscourse,0.0,3809.0,202.28,17.0,9.0,0.059,1031.0,hyderabad,desktop
2110,A3110,dataanlyticscourse,83.0,3684.0,203.47,0.0,0.0,0.0,1805.0,hyderabad,tablet
2111,A3111,dataanalyticscourse,189.0,3226.0,236.68,14.0,6.0,0.032,1364.0,hyderabad,tablet
2112,A3112,dataanalyticscourse,165.0,4978.0,180.25,12.0,4.0,0.058,1123.0,hyderabad,tablet
2113,A3113,dataanalytciscourse,172.0,5041.0,189.31,22.0,10.0,0.0,1645.0,hyderbad,mobile
2114,A3114,dataanalyticscourse,183.0,4124.0,186.66,24.0,6.0,0.033,1183.0,hyderabad,tablet
2115,A3115,dataanalyticscourse,196.0,3143.0,238.22,28.0,7.0,0.036,1234.0,hydrebad,mobile
2116,A3116,dataanalyticscourse,98.0,4505.0,209.36,27.0,5.0,0.0,1186.0,hyderabad,tablet
2117,A3117,dataanalyticscourse,158.0,3736.0,226.99,11.0,8.0,0.0,1606.0,hyderabad,tablet
2118,A3118,dataanalytciscourse,104.0,5949.0,216.6,28.0,4.0,0.038,1102.0,hyderabad,mobile
2119,A3119,dataanlyticscourse,84.0,4625.0,226.02,13.0,5.0,0.0,1969.0,hydrebad,desktop
2120,A3120,dataanalyticscourse,128.0,5022.0,188.96,26.0,6.0,0.047,1108.0,hyderabad,mobile
2121,A3121,dataanalyticscourse,99.0,5483.0,180.04,0.0,5.0,0.05,1687.0,hyderabad,desktop
2122,A3122,dataanalytciscourse,107.0,5491.0,217.98,17.0,10.0,0.093,1480.0,hyderabad,mobile
2123,A3123,dataanalyticscourse,86.0,4078.0,208.92,26.0,3.0,0.035,1698.0,hyderbad,mobile
2124,A3124,dataanalytciscourse,0.0,3052.0,245.45,24.0,6.0,0.0,1769.0,hyderabad,desktop
2125,A3125,dataanalyticscourse,88.0,3708.0,225.76,10.0,5.0,0.036,1667.0,hyderabad,tablet
2126,A3126,dataanlyticscourse,141.0,5314.0,184.34,29.0,10.0,0.071,1271.0,hyderabad,mobile
2127,A3127,dataanalyticscourse,193.0,3566.0,212.73,19.0,7.0,0.036,1311.0,hyderabad,desktop
2128,A3128,dataanalyticscourse,185.0,4839.0,193.99,26.0,6.0,0.032,1492.0,hyderabad,desktop
2129,A3129,dataanalytciscourse,117.0,5145.0,244.44,12.0,8.0,0.068,0.0,hydrebad,mobile
2130,A3130,dataanalyticscourse,147.0,4371.0,243.04,26.0,9.0,0.061,1776.0,hyderabad,desktop
2131,A3131,dataanalyticscourse,197.0,5697.0,243.72,13.0,3.0,0.0,1154.0,hydrebad,mobile
2132,A3132,dataanalyticscourse,81.0,3096.0,228.47,22.0,3.0,0.037,1386.0,hyderabad,tablet
2133,A3133,dataanalytciscourse,198.0,4163.0,218.64,11.0,6.0,0.03,1904.0,hyderabad,tablet
2134,A3134,dataanlyticscourse,155.0,5150.0,224.6,24.0,7.0,0.039,1146.0,hyderabad,tablet
2135,A3135,dataanalyticscourse,181.0,3948.0,223.51,17.0,4.0,0.057,1075.0,hyderabad,mobile
2136,A3136,dataanalytciscourse,108.0,3126.0,248.94,12.0,3.0,0.028,1942.0,hyderabad,tablet
2137,A3137,dataanalyticscourse,114.0,5551.0,195.44,30.0,5.0,0.044,1255.0,hyderbad,tablet
2138,A3138,dataanalytciscourse,146.0,5712.0,221.73,26.0,5.0,0.0,1201.0,hyderbad,mobile
2139,A3139,dataanalyticscourse,89.0,4175.0,194.22,11.0,3.0,0.055,1370.0,hyderbad,desktop
2140,A3140,dataanalyticscourse,82.0,0.0,0.0,30.0,8.0,0.098,1511.0,hyderbad,desktop
2141,A3141,dataanalyticscourse,98.0,5728.0,230.52,14.0,10.0,0.0,1322.0,hyderabad,mobile
2142,A3142,dataanalyticscourse,87.0,3161.0,244.49,24.0,8.0,0.092,1161.0,hyderabad,tablet
2143,A3143,dataanalyticscourse,146.0,4773.0,248.27,30.0,6.0,0.041,1304.0,hydrebad,tablet
2144,A3144,dataanlyticscourse,0.0,3385.0,208.31,25.0,10.0,0.0,1972.0,hyderabad,mobile
2145,A3145,dataanalytciscourse,122.0,5600.0,223.06,12.0,3.0,0.025,1061.0,hyderabad,tablet
2146,A3146,dataanalyticscourse,153.0,4218.0,228.36,16.0,7.0,0.046,1178.0,hyderabad,mobile
2147,A3147,dataanlyticscourse,108.0,3358.0,184.1,28.0,4.0,0.037,1888.0,hyderbad,desktop
2148,A3148,dataanalytciscourse,147.0,3021.0,200.17,20.0,4.0,0.027,1718.0,hyderbad,mobile
2149,A3149,dataanalytciscourse,121.0,4477.0,224.77,28.0,10.0,0.083,1604.0,hyderbad,tablet
2150,A3150,dataanlyticscourse,112.0,4073.0,180.24,30.0,4.0,0.0,1628.0,hydrebad,tablet
2151,A3151,dataanlyticscourse,127.0,5172.0,204.19,10.0,4.0,0.031,1183.0,hyderabad,mobile
2152,A3152,dataanalytciscourse,192.0,5896.0,201.18,30.0,9.0,0.05,1589.0,hyderabad,desktop
2153,A3153,dataanalytciscourse,174.0,3427.0,223.77,20.0,7.0,0.036,1293.0,hyderabad,desktop
2154,A3154,dataanalyticscourse,166.0,4176.0,243.1,16.0,9.0,0.041,1147.0,hydrebad,desktop
2155,A3155,dataanalyticscourse,98.0,5835.0,232.82,19.0,6.0,0.0,1989.0,hydrebad,mobile
2156,A3156,dataanalyticscourse,191.0,5438.0,244.1,19.0,5.0,0.0,1203.0,hyderbad,tablet
2157,A3157,dataanalytciscourse,89.0,4936.0,199.91,16.0,4.0,0.059,1543.0,hyderabad,desktop
2158,A3158,dataanalyticscourse,180.0,3526.0,0.0,15.0,7.0,0.039,1336.0,hydrebad,mobile
2159,A3159,dataanlyticscourse,91.0,5509.0,186.22,29.0,5.0,0.055,1928.0,hyderabad,mobile
2160,A3160,dataanalytciscourse,114.0,5748.0,184.76,16.0,8.0,0.07,1490.0,hyderabad,desktop
2161,A3161,dataanalyticscourse,80.0,5155.0,217.3,28.0,5.0,0.0,1316.0,hyderabad,tablet
2162,A3162,dataanalyticscourse,127.0,4537.0,247.11,17.0,7.0,0.043,1451.0,hyderabad,tablet
2163,A3163,dataanalyticscourse,84.0,5468.0,227.36,13.0,4.0,0.048,1228.0,hydrebad,tablet
2164,A3164,dataanlyticscourse,182.0,4390.0,239.33,11.0,7.0,0.052,1799.0,hyderbad,tablet
2165,A3165,dataanalyticscourse,105.0,5883.0,180.07,20.0,4.0,0.038,1586.0,hydrebad,mobile
2166,A3166,dataanlyticscourse,162.0,3120.0,245.58,30.0,6.0,0.037,1952.0,hyderbad,mobile
2167,A3167,dataanlyticscourse,118.0,4377.0,219.81,21.0,4.0,0.034,1290.0,hyderabad,desktop
2168,A3168,dataanalytciscourse,131.0,5719.0,183.69,12.0,7.0,0.053,1555.0,hyderabad,mobile
2169,A3169,dataanlyticscourse,116.0,4250.0,186.34,12.0,3.0,0.026,1043.0,hyderabad,desktop
2170,A3170,dataanlyticscourse,80.0,5648.0,239.26,10.0,6.0,0.075,1005.0,hydrebad,mobile
2171,A3171,dataanlyticscourse,81.0,3394.0,187.24,12.0,6.0,0.074,1227.0,hyderabad,tablet
2172,A3172,dataanlyticscourse,189.0,5117.0,197.9,20.0,8.0,0.042,1710.0,hyderabad,mobile
2173,A3173,dataanlyticscourse,128.0,3861.0,232.11,30.0,10.0,0.0,1636.0,hyderabad,tablet
2174,A3174,dataanalytciscourse,182.0,3303.0,238.4,17.0,4.0,0.022,1695.0,hyderabad,desktop
2175,A3175,dataanlyticscourse,124.0,4192.0,184.42,12.0,6.0,0.048,0.0,hydrebad,tablet
2176,A3176,dataanlyticscourse,137.0,3720.0,237.22,24.0,5.0,0.036,1811.0,hyderabad,mobile
2177,A3177,dataanlyticscourse,106.0,5789.0,183.62,19.0,3.0,0.028,1838.0,hyderabad,desktop
2178,A3178,dataanalytciscourse,102.0,5113.0,206.65,27.0,6.0,0.059,1466.0,hyderabad,mobile
2179,A3179,dataanalyticscourse,155.0,3234.0,204.47,12.0,4.0,0.026,1401.0,hyderabad,desktop
2180,A3180,dataanlyticscourse,85.0,3088.0,234.24,24.0,4.0,0.047,1210.0,hyderbad,tablet
2181,A3181,dataanalyticscourse,126.0,5114.0,233.27,30.0,5.0,0.0,1197.0,hyderbad,tablet
2182,A3182,dataanalyticscourse,96.0,5070.0,210.63,27.0,10.0,0.104,1653.0,hyderbad,tablet
2183,A3183,dataanalyticscourse,128.0,4445.0,200.52,14.0,4.0,0.031,1861.0,hydrebad,tablet
2184,A3184,dataanalyticscourse,151.0,3656.0,199.96,26.0,7.0,0.051,1566.0,hyderabad,desktop
2185,A3185,dataanalyticscourse,95.0,3583.0,223.37,22.0,9.0,0.033,1821.0,hyderbad,desktop
2186,A3186,dataanalytciscourse,193.0,4790.0,247.69,23.0,5.0,0.026,1687.0,hyderabad,mobile
2187,A3187,dataanalytciscourse,90.0,3235.0,211.4,29.0,10.0,0.111,1290.0,hyderabad,tablet
2188,A3188,dataanalyticscourse,175.0,3832.0,245.61,27.0,5.0,0.029,1388.0,hyderbad,desktop
2189,A3189,dataanalyticscourse,153.0,4261.0,230.25,27.0,7.0,0.046,1027.0,hydrebad,desktop
2190,A3190,dataanalytciscourse,103.0,4796.0,180.64,26.0,7.0,0.0,1102.0,hyderbad,mobile
2191,A3191,dataanlyticscourse,102.0,5229.0,208.55,30.0,5.0,0.049,1065.0,hyderbad,mobile
2192,A3192,dataanalytciscourse,199.0,3754.0,220.16,26.0,0.0,0.045,1262.0,hyderabad,tablet
2193,A3193,dataanalyticscourse,96.0,4851.0,229.12,27.0,6.0,0.0,1271.0,hyderabad,tablet
2194,A3194,dataanalytciscourse,107.0,4816.0,243.41,20.0,5.0,0.0,0.0,hyderabad,tablet
2195,A3195,dataanlyticscourse,170.0,5404.0,218.24,24.0,5.0,0.0,1818.0,hydrebad,desktop
2196,A3196,dataanalyticscourse,145.0,3068.0,237.7,24.0,7.0,0.0,1494.0,hyderbad,mobile
2197,A3197,dataanalyticscourse,148.0,5877.0,213.84,25.0,8.0,0.0,1371.0,hydrebad,desktop
2198,A3198,dataanalytciscourse,141.0,4188.0,228.12,16.0,9.0,0.0,1204.0,hyderabad,desktop
2199,A3199,dataanalyticscourse,89.0,5676.0,183.58,14.0,0.0,0.0,1254.0,hydrebad,mobile
2200,A3200,dataanalyticscourse,140.0,4677.0,223.74,20.0,9.0,0.064,1610.0,hyderabad,mobile
2201,A3201,dataanalyticscourse,135.0,3793.0,190.88,24.0,9.0,0.053,0.0,hyderbad,desktop
2202,A3202,dataanalyticscourse,105.0,3548.0,216.8,30.0,7.0,0.054,1663.0,hyderbad,tablet
2203,A3203,dataanalyticscourse,119.0,5944.0,225.75,24.0,0.0,0.0,1516.0,hyderabad,tablet
2204,A3204,dataanalyticscourse,128.0,4662.0,187.28,23.0,9.0,0.0,1710.0,hyderabad,desktop
2205,A3205,dataanalytciscourse,120.0,4453.0,240.34,23.0,8.0,0.067,1452.0,hydrebad,tablet
2206,A3206,dataanalyticscourse,163.0,5052.0,234.73,24.0,6.0,0.0,1848.0,hydrebad,mobile
2207,A3207,dataanlyticscourse,94.0,4457.0,246.18,14.0,6.0,0.053,1492.0,hyderabad,tablet
2208,A3208,dataanalyticscourse,0.0,5528.0,185.93,21.0,5.0,0.045,1719.0,hydrebad,mobile
2209,A3209,dataanalytciscourse,146.0,4474.0,190.94,18.0,10.0,0.0,1872.0,hyderbad,tablet
2210,A3210,dataanalytciscourse,193.0,5129.0,243.78,13.0,10.0,0.052,1583.0,hydrebad,tablet
2211,A3211,dataanalyticscourse,96.0,5210.0,223.05,10.0,8.0,0.083,1483.0,hyderabad,tablet
2212,A3212,dataanalytciscourse,150.0,3456.0,242.22,16.0,7.0,0.047,1215.0,hyderbad,desktop
2213,A3213,dataanlyticscourse,130.0,4109.0,207.1,19.0,6.0,0.046,1521.0,hyderbad,mobile
2214,A3214,dataanalyticscourse,99.0,3522.0,210.01,28.0,9.0,0.034,1932.0,hyderbad,mobile
2215,A3215,dataanalytciscourse,143.0,3600.0,238.14,26.0,7.0,0.049,1891.0,hydrebad,tablet
2216,A3216,dataanalytciscourse,116.0,3026.0,209.03,24.0,9.0,0.0,1819.0,hyderabad,desktop
2217,A3217,dataanalytciscourse,120.0,0.0,214.76,29.0,5.0,0.042,1926.0,hyderbad,mobile
2218,A3218,dataanalytciscourse,115.0,4857.0,195.05,29.0,9.0,0.078,1644.0,hydrebad,desktop
2219,A3219,dataanlyticscourse,175.0,5915.0,223.39,23.0,8.0,0.042,1595.0,hydrebad,tablet
2220,A3220,dataanalyticscourse,100.0,3948.0,230.56,30.0,6.0,0.0,1234.0,hyderabad,tablet
2221,A3221,dataanalyticscourse,114.0,5446.0,207.62,11.0,8.0,0.0,1355.0,hyderabad,mobile
2222,A3222,dataanlyticscourse,109.0,5388.0,205.68,22.0,6.0,0.055,1339.0,hydrebad,desktop
2223,A3223,dataanalyticscourse,154.0,5138.0,194.15,17.0,7.0,0.045,1295.0,hyderabad,mobile
2224,A3224,dataanalytciscourse,199.0,3534.0,238.67,24.0,5.0,0.025,1776.0,hyderabad,mobile
2225,A3225,dataanlyticscourse,98.0,4302.0,183.4,16.0,9.0,0.092,1765.0,hyderabad,desktop
2226,A3226,dataanalytciscourse,196.0,4367.0,238.44,20.0,7.0,0.0,1931.0,hyderbad,desktop
2227,A3227,dataanalyticscourse,81.0,3721.0,222.89,17.0,4.0,0.046,1690.0,hyderabad,desktop
2228,A3228,dataanalyticscourse,150.0,4351.0,203.7,26.0,8.0,0.0,1765.0,hyderbad,desktop
2229,A3229,dataanlyticscourse,121.0,3122.0,237.57,29.0,6.0,0.05,1796.0,hyderabad,mobile
2230,A3230,dataanalyticscourse,124.0,3924.0,188.66,24.0,6.0,0.041,1472.0,hyderabad,tablet
2231,A3231,dataanalytciscourse,108.0,4126.0,219.33,22.0,3.0,0.028,1275.0,hyderabad,mobile
2232,A3232,dataanalyticscourse,192.0,3499.0,237.83,20.0,10.0,0.043,0.0,hyderabad,tablet
2233,A3233,dataanlyticscourse,178.0,3708.0,192.77,20.0,10.0,0.056,1292.0,hyderbad,tablet
2234,A3234,dataanlyticscourse,191.0,3302.0,207.75,18.0,9.0,0.047,0.0,hyderabad,mobile
2235,A3235,dataanlyticscourse,147.0,3131.0,242.53,10.0,4.0,0.0,1231.0,hyderbad,desktop
2236,A3236,dataanlyticscourse,88.0,5145.0,242.9,16.0,10.0,0.043,1963.0,hyderbad,tablet
2237,A3237,dataanalytciscourse,92.0,5241.0,223.48,23.0,9.0,0.0,1050.0,hyderabad,desktop
2238,A3238,dataanalytciscourse,148.0,4149.0,223.33,30.0,6.0,0.041,1318.0,hyderbad,tablet
2239,A3239,dataanalyticscourse,127.0,3791.0,231.06,11.0,6.0,0.0,1351.0,hyderabad,desktop
2240,A3240,dataanalytciscourse,156.0,4375.0,249.33,26.0,6.0,0.038,1663.0,hyderabad,tablet
2241,A3241,dataanalyticscourse,176.0,3753.0,201.76,11.0,4.0,0.023,1070.0,hyderabad,mobile
2242,A3242,dataanlyticscourse,145.0,4275.0,185.05,25.0,7.0,0.036,1574.0,hyderabad,desktop
2243,A3243,dataanalyticscourse,136.0,4332.0,234.52,19.0,6.0,0.043,1162.0,hyderabad,desktop
2244,A3244,dataanalyticscourse,150.0,4001.0,219.1,25.0,6.0,0.0,1365.0,hyderbad,tablet
2245,A3245,dataanalyticscourse,145.0,4436.0,190.63,13.0,10.0,0.069,1502.0,hyderabad,tablet
2246,A3246,dataanalyticscourse,165.0,5661.0,0.0,28.0,6.0,0.036,1848.0,hyderbad,desktop
2247,A3247,dataanalytciscourse,183.0,5746.0,248.15,14.0,5.0,0.053,1012.0,hyderbad,tablet
2248,A3248,dataanalyticscourse,176.0,3906.0,214.0,29.0,4.0,0.037,1382.0,hyderabad,tablet
2249,A3249,dataanalyticscourse,164.0,5127.0,194.76,20.0,5.0,0.0,0.0,hyderbad,tablet
2250,A3250,dataanalyticscourse,0.0,4093.0,230.81,15.0,6.0,0.0,1713.0,hyderbad,desktop
2251,A3251,dataanalytciscourse,95.0,4933.0,220.04,15.0,3.0,0.0,1366.0,hyderabad,mobile
2252,A3252,dataanalytciscourse,83.0,5180.0,209.62,30.0,4.0,0.0,1972.0,hyderbad,desktop
2253,A3253,dataanalyticscourse,91.0,4988.0,217.34,10.0,10.0,0.11,1508.0,hydrebad,mobile
2254,A3254,dataanalyticscourse,107.0,5510.0,216.1,14.0,8.0,0.075,1857.0,hydrebad,mobile
2255,A3255,dataanlyticscourse,83.0,3187.0,0.0,25.0,10.0,0.034,1571.0,hyderbad,mobile
2256,A3256,dataanlyticscourse,166.0,3788.0,238.56,18.0,8.0,0.048,1657.0,hyderabad,mobile
2257,A3257,dataanalytciscourse,182.0,4575.0,233.74,24.0,10.0,0.0,1844.0,hyderbad,mobile
2258,A3258,dataanalyticscourse,188.0,4382.0,249.5,12.0,9.0,0.049,1746.0,hyderbad,desktop
2259,A3259,dataanalyticscourse,107.0,4605.0,230.74,17.0,7.0,0.0,1590.0,hyderbad,tablet
2260,A3260,dataanalyticscourse,169.0,4857.0,194.79,18.0,7.0,0.041,1391.0,hyderabad,mobile
2261,A3261,dataanlyticscourse,165.0,3150.0,190.3,18.0,3.0,0.018,1129.0,hyderabad,desktop
2262,A3262,dataanalyticscourse,137.0,4630.0,201.14,10.0,4.0,0.029,1680.0,hyderabad,tablet
2263,A3263,dataanalyticscourse,135.0,3712.0,207.14,14.0,3.0,0.048,1788.0,hyderabad,tablet
2264,A3264,dataanalytciscourse,130.0,5739.0,0.0,23.0,8.0,0.062,0.0,hyderbad,mobile
2265,A3265,dataanlyticscourse,193.0,0.0,230.95,26.0,8.0,0.041,1055.0,hyderabad,desktop
2266,A3266,dataanalytciscourse,122.0,4556.0,243.84,26.0,4.0,0.052,1164.0,hyderbad,mobile
2267,A3267,dataanalyticscourse,167.0,5824.0,204.18,0.0,0.0,0.0,1452.0,hydrebad,mobile
2268,A3268,dataanlyticscourse,145.0,5765.0,240.62,18.0,6.0,0.041,1056.0,hyderbad,desktop
2269,A3269,dataanalyticscourse,80.0,5653.0,228.06,19.0,8.0,0.1,1795.0,hyderbad,tablet
2270,A3270,dataanlyticscourse,0.0,4379.0,238.75,24.0,8.0,0.0,0.0,hyderabad,mobile
2271,A3271,dataanlyticscourse,141.0,5612.0,224.45,19.0,5.0,0.0,1150.0,hyderabad,mobile
2272,A3272,dataanalyticscourse,180.0,3102.0,198.37,19.0,3.0,0.0,0.0,hyderbad,mobile
2273,A3273,dataanalytciscourse,196.0,5812.0,246.88,22.0,9.0,0.046,1715.0,hyderabad,mobile
2274,A3274,dataanalyticscourse,168.0,4904.0,219.0,22.0,5.0,0.03,1541.0,hydrebad,tablet
2275,A3275,dataanalyticscourse,0.0,4562.0,183.58,17.0,9.0,0.0,1668.0,hyderabad,desktop
2276,A3276,dataanlyticscourse,178.0,4708.0,237.77,14.0,10.0,0.0,1449.0,hydrebad,mobile
2277,A3277,dataanlyticscourse,93.0,3945.0,189.53,27.0,3.0,0.032,1560.0,hyderabad,tablet
2278,A3278,dataanalyticscourse,138.0,5863.0,201.19,30.0,10.0,0.072,1898.0,hyderabad,desktop
2279,A3279,dataanalyticscourse,143.0,4470.0,214.42,14.0,8.0,0.056,1353.0,hydrebad,mobile
2280,A3280,dataanlyticscourse,0.0,5800.0,0.0,22.0,9.0,0.0,1369.0,hydrebad,tablet
2281,A3281,dataanalyticscourse,147.0,4041.0,229.19,16.0,10.0,0.055,1558.0,hyderbad,desktop
2282,A3282,dataanalyticscourse,101.0,3449.0,188.39,16.0,10.0,0.099,1318.0,hydrebad,desktop
2283,A3283,dataanalyticscourse,195.0,4195.0,231.87,13.0,10.0,0.034,1834.0,hyderabad,desktop
2284,A3284,dataanlyticscourse,142.0,5365.0,237.95,17.0,10.0,0.07,1548.0,hyderabad,tablet
2285,A3285,dataanalyticscourse,139.0,3854.0,234.73,10.0,3.0,0.022,1802.0,hyderabad,tablet
2286,A3286,dataanalyticscourse,84.0,5597.0,244.39,22.0,10.0,0.0,1685.0,hyderbad,tablet
2287,A3287,dataanalyticscourse,103.0,5488.0,237.06,21.0,7.0,0.049,1874.0,hyderbad,tablet
2288,A3288,dataanalytciscourse,108.0,3676.0,203.45,29.0,8.0,0.074,1369.0,hyderabad,mobile
2289,A3289,dataanlyticscourse,171.0,4307.0,220.89,0.0,8.0,0.038,1187.0,hyderbad,tablet
2290,A3290,dataanlyticscourse,80.0,4204.0,226.79,14.0,3.0,0.037,1434.0,hyderabad,tablet
2291,A3291,dataanalyticscourse,169.0,3589.0,237.83,15.0,3.0,0.018,1754.0,hyderabad,mobile
2292,A3292,dataanalyticscourse,0.0,3048.0,189.48,22.0,7.0,0.0,1740.0,hyderbad,mobile
2293,A3293,dataanlyticscourse,92.0,4631.0,233.3,19.0,10.0,0.109,1521.0,hydrebad,mobile
2294,A3294,dataanalyticscourse,189.0,5624.0,248.03,23.0,7.0,0.037,0.0,hyderabad,tablet
2295,A3295,dataanalyticscourse,124.0,5931.0,214.41,21.0,3.0,0.0,1906.0,hyderabad,tablet
2296,A3296,dataanalyticscourse,138.0,5891.0,247.47,14.0,7.0,0.051,1138.0,hyderabad,desktop
2297,A3297,dataanalyticscourse,186.0,5774.0,236.22,15.0,6.0,0.032,1288.0,hyderbad,mobile
2298,A3298,dataanlyticscourse,100.0,4869.0,234.37,21.0,7.0,0.07,1890.0,hyderbad,tablet
2299,A3299,dataanalyticscourse,151.0,5403.0,180.74,22.0,3.0,0.046,1610.0,hyderabad,tablet
2300,A3300,dataanalytciscourse,176.0,4577.0,207.98,23.0,0.0,0.0,1396.0,hyderbad,tablet
2301,A3301,dataanalytciscourse,0.0,3978.0,230.19,23.0,9.0,0.0,1792.0,hydrebad,desktop
2302,A3302,dataanalytciscourse,141.0,4483.0,240.23,25.0,4.0,0.028,1516.0,hyderbad,tablet
2303,A3303,dataanalyticscourse,117.0,5754.0,228.8,0.0,3.0,0.026,0.0,hyderbad,mobile
2304,A3304,dataanlyticscourse,131.0,5528.0,182.38,27.0,6.0,0.046,1168.0,hyderabad,desktop
2305,A3305,dataanalyticscourse,173.0,3639.0,225.73,10.0,4.0,0.023,1804.0,hyderbad,tablet
2306,A3306,dataanlyticscourse,195.0,4067.0,220.61,20.0,8.0,0.041,1767.0,hyderabad,desktop
2307,A3307,dataanalyticscourse,126.0,3931.0,212.16,20.0,9.0,0.058,1537.0,hyderbad,desktop
2308,A3308,dataanalyticscourse,119.0,3602.0,191.83,26.0,3.0,0.0,1052.0,hyderabad,tablet
2309,A3309,dataanalytciscourse,141.0,5663.0,237.57,16.0,3.0,0.045,1269.0,hydrebad,tablet
2310,A3310,dataanalytciscourse,182.0,4021.0,0.0,24.0,7.0,0.038,1444.0,hyderabad,tablet
2311,A3311,dataanalytciscourse,192.0,4551.0,223.93,22.0,10.0,0.052,1231.0,hyderbad,desktop
2312,A3312,dataanalyticscourse,0.0,5123.0,231.93,18.0,9.0,0.0,1031.0,hyderabad,desktop
2313,A3313,dataanalytciscourse,160.0,3816.0,207.93,27.0,9.0,0.056,1884.0,hydrebad,mobile
2314,A3314,dataanalyticscourse,140.0,3154.0,212.73,21.0,4.0,0.029,1024.0,hyderabad,tablet
2315,A3315,dataanalyticscourse,134.0,3700.0,226.57,28.0,7.0,0.056,1836.0,hyderabad,tablet
2316,A3316,dataanlyticscourse,92.0,3963.0,219.39,22.0,10.0,0.0,1834.0,hyderbad,mobile
2317,A3317,dataanalyticscourse,163.0,3978.0,232.7,25.0,9.0,0.046,1380.0,hyderabad,desktop
2318,A3318,dataanalytciscourse,155.0,5105.0,239.11,20.0,5.0,0.032,1009.0,hyderabad,mobile
2319,A3319,dataanalyticscourse,194.0,3559.0,205.78,15.0,9.0,0.046,1765.0,hyderbad,desktop
2320,A3320,dataanlyticscourse,165.0,3005.0,239.14,23.0,6.0,0.036,1989.0,hyderbad,tablet
2321,A3321,dataanalyticscourse,135.0,4740.0,235.55,24.0,4.0,0.03,1715.0,hyderbad,desktop
2322,A3322,dataanalyticscourse,87.0,4379.0,209.25,29.0,10.0,0.0,1348.0,hyderabad,desktop
2323,A3323,dataanalyticscourse,164.0,4151.0,219.97,30.0,9.0,0.055,0.0,hydrebad,desktop
2324,A3324,dataanalytciscourse,0.0,3185.0,217.33,21.0,3.0,0.0,0.0,hyderabad,mobile
2325,A3325,dataanlyticscourse,84.0,5652.0,191.93,30.0,8.0,0.095,1729.0,hyderabad,mobile
2326,A3326,dataanalyticscourse,158.0,4819.0,185.34,17.0,9.0,0.0,1066.0,hyderabad,mobile
2327,A3327,dataanalyticscourse,90.0,4472.0,237.16,28.0,10.0,0.059,1629.0,hyderbad,mobile
2328,A3328,dataanalyticscourse,197.0,3186.0,194.44,19.0,6.0,0.03,1857.0,hydrebad,tablet
2329,A3329,dataanalytciscourse,133.0,4241.0,197.26,25.0,9.0,0.068,1325.0,hyderabad,tablet
2330,A3330,dataanalytciscourse,149.0,5035.0,234.52,28.0,5.0,0.034,1304.0,hyderabad,desktop
2331,A3331,dataanalytciscourse,197.0,5686.0,239.76,27.0,9.0,0.056,1462.0,hyderabad,desktop
2332,A3332,dataanalyticscourse,157.0,4062.0,223.72,24.0,8.0,0.051,0.0,hyderabad,tablet
2333,A3333,dataanalyticscourse,102.0,3113.0,202.77,22.0,7.0,0.069,1997.0,hydrebad,desktop
2334,A3334,dataanalyticscourse,175.0,3958.0,193.52,23.0,8.0,0.046,1064.0,hyderabad,mobile
2335,A3335,dataanalytciscourse,101.0,3317.0,0.0,23.0,4.0,0.04,1716.0,hyderbad,desktop
2336,A3336,dataanalyticscourse,127.0,4226.0,184.46,10.0,9.0,0.071,1427.0,hydrebad,desktop
